,model,Number of topics,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,gr_docs,29,"['υγείας', 'σύστημα', 'σύστημα υγείας', 'σήμερα', 'εμβολιασμού', 'πανδημίας', 'κάνουμε', 'μητσοτάκης', 'πρωθυπουργός', 'συμπολίτες']","['ελλάδα', 'κυπριακής', 'δημοκρατίας', 'ευρώπη', 'κυπριακής δημοκρατίας', 'κύπρο', 'κύπρος', 'κύριε', 'συνεργασίας', 'δύο']","['κι', 'σήμερα', 'τσίπρα', 'χώρα', 'κυβέρνηση', 'διότι', 'κύριε', 'θέλετε', 'είπατε', 'χρόνια']","['κι', 'ελλάδα', 'σήμερα', 'χρόνια', 'δημοκρατία', 'χώρα', 'νέα', 'έλληνες', 'δύναμη', 'υπάρχει']","['ενέργειας', 'αερίου', 'φυσικού αερίου', 'φυσικού', 'ελλάδα', 'ενέργεια', 'αέριο', 'τιμές', 'σήμερα', 'ευρώπη']","['ελλάδα', 'ευρώπη', 'θέλω', 'ελληνική', 'συμφωνία', 'χώρα', 'σήμερα', 'αφορά', 'κυβέρνηση', 'πιστεύω']","['χώρες', 'πρόβλημα', 'ροές', 'ευρώπη', 'ασύλου', 'ευρωπαϊκή', 'πρόσφυγες', 'τουρκία', 'ελλάδα', 'προσφύγων']","['λιμενικού', 'εκφράζω', 'συλλυπητήρια', 'ειλικρινή', 'απώλεια', 'υπηρέτησε', 'συλλυπητήριά', 'λιμενικού σώματος', 'υπήρξε', 'ειλικρινή συλλυπητήριά']","['εργασίας', '000', 'σήμερα', 'χώρα', 'ευρώ', 'επιχειρήσεις', 'χρόνια', 'μεγάλη', 'ελλάδα', 'οικονομία']","['έργο', 'έργα', 'μετρό', 'υποδομών', 'θεσσαλονίκη', 'σήμερα', 'θεσσαλονίκης', 'λεωφορεία', 'έργου', 'μεταφορών']","['νέα', 'σχολείο', 'παιδιά', 'πανεπιστήμια', 'εκπαίδευσης', 'εκπαίδευση', 'ελλάδα', 'νέα ελλάδα', 'μαθητές', 'κι']","['ελλάδα', 'χώρα', 'επιχειρήσεις', 'τεχνολογίας', 'καινοτομίας', 'εταιρείες', 'χρόνια', 'εργασίας', 'τεχνολογία', 'νομίζω']","['κάνουμε', 'προστασίας', 'μεγάλη', 'θέλω', 'σήμερα', 'πολιτικής προστασίας', 'περιοχές', 'δάση', 'μπορούμε', 'προστασία']","['κι', 'χώρα', 'ελλάδα', 'χρόνια', 'ξέρει κόσμος', 'λαός', 'χώρας', 'εκλογές', 'ξέρει', 'κατάφερε']","['ελλάδα', 'κι', 'χώρα', 'χρόνια', 'σήμερα', 'κρίση', 'θέλουν', 'ανάπτυξη', 'νέα', 'δύο']","['τουρκία', 'νατο', 'τουρκίας', 'ευρωπαϊκής ένωσης', 'ευρωπαϊκής', 'ένωσης', 'ελλάδα', 'ευρωπαϊκή', 'ζήτημα', 'δύο']","['μουσείο', 'πολιτισμού', 'μουσείου', 'πολιτιστικής', 'παρθενώνα', 'πρωθυπουργός', 'αρχαιολογικό', 'κληρονομιάς', 'τέχνης', 'μενδώνη']","['πρωθυπουργός', 'υπουργός', 'μητσοτάκης', 'κυριάκος', 'κυριάκος μητσοτάκης', 'μεγάλη', 'κω', 'ανάπτυξης', 'προστασίας', 'τόνισε']","['τουρισμού', 'τουρισμός', 'τουρισμό', 'χώρα', 'χρόνια', 'ελλάδα', 'χώρας', 'σήμερα', 'κι', 'τουριστικό']","['περιφέρεια', 'έργα', 'θέλω', 'ευρώ', 'σήμερα', 'πρόγραμμα', 'πω', 'ανάπτυξη', 'περιοχή', 'αφορά']","['industrial', 'europe', 'manufacturing', 'european', 'sector', 'market', 'business', 'competition', 'best', 'economy']","['χρόνια', 'σήμερα', 'ολοκαυτώματος', 'μνήμη', 'έργο', 'έργα', 'περιβάλλοντος', 'βία', 'ανάπτυξη', 'χώρα']","['αστυνομία', 'αστυνομίας', 'ασφάλεια', 'ελληνικής αστυνομίας', 'γυναίκες', 'ενόπλων δυνάμεων', 'ενόπλων', 'δυνάμεων', 'θέλω', 'πρωθυπουργός']","['νατο', 'σήμερα', 'συμφωνία', 'ελλάδα', 'μεσόγειο', 'αμυντικής', 'rafale', 'παιδιά', 'άμυνας', 'ασφάλειας']","['κλιματικής', 'κλιματικής αλλαγής', 'αλλαγή', 'αλλαγής', 'κλιματική', 'ελλάδα', 'κλιματική αλλαγή', 'αφορά', 'ενέργειας', '2030']","['τραγωδία', '717', 'δόμησης', 'ευθύνη', 'σήμερα', 'ομιλία μικροφώνου', 'δυσπιστίας', 'τρένα', 'πολιτική', 'μικροφώνου έδρανα']","['κίνα', 'κίνας', 'μέρη', 'δύο', 'δύο μέρη', 'ελλάδα', 'china', 'li', 'συνεργασία', 'πειραιά']","['εκλογές', 'αλήθεια', 'συριζα', 'ψηφοφορία', 'γραφειο τυπου', 'τυπου πρωθυπουργου', 'πρωθυπουργου', 'γραφειο', 'τυπου', 'δημοκρατίας']","['ελλάδα', 'έβο', 'βολιβία', 'μοράλες', 'σήμερα', 'έβο μοράλες', 'ευχαριστώ', 'χρόνια', 'πατρίδα', 'χώρα']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,gr_media_docs,29,"['κι', 'χώρα', 'ελλάδα', 'χρόνια', 'σήμερα', 'χώρας', 'κυβέρνηση', 'εκλογές', 'λαός', 'μεταρρυθμίσεις']","['κυπριακής', 'δημοκρατίας', 'κυπριακής δημοκρατίας', 'ελλάδα', 'κύριε πρόεδρε', 'πρόεδρε', 'κύπρο', 'κύριε', 'βέβαιος', 'ευρώπη']","['ελλάδα', 'de', 'que', 'en', 'la', 'σήμερα', 'el', 'ευρώπη', 'δυο', 'δύο']","['ευρώ', 'αγρότες', 'σήμερα', 'τομέα', 'θέλω', 'έργα', 'μεγάλη', 'χώρα', 'επιχειρήσεις', 'πρόγραμμα']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'σύστημα', 'σήμερα', 'νοσοκομεία', 'προσωπικό', 'εθνικό σύστημα', 'θέλω', 'εθνικό']","['χώρες', 'τουρκία', 'ροές', 'πρόβλημα', 'ευρωπαϊκή', 'ελλάδα', 'πρόσφυγες', 'ευρώπη', 'ασύλου', 'σύνορα']","['προστασίας', 'θέλω', 'κάνουμε', 'πολιτικής προστασίας', 'πολιτικής', 'μεγάλη', 'προστασία', 'μπορούμε', 'πολιτική προστασία', 'γίνει']","['σήμερα', 'τεστ', 'υγείας', 'χώρα', 'κυβέρνηση', 'μέτρα', 'κάνουμε', 'στοιχεία', 'θέλω', 'μπορούμε']","['έργα', 'έργο', 'μετρό', 'υποδομών', 'σήμερα', 'θεσσαλονίκη', 'έργου', 'θεσσαλονίκης', 'τμήμα', 'πρωθυπουργός']","['τσίπρα', 'διότι', 'σήμερα', 'χώρα', 'κύριε', 'μητσοτάκη', 'κύριε μητσοτάκη', 'κυβέρνηση', 'πολιτική', 'είπατε']","['greece', 'democracy', 'reforms', 'time', 'people', 'crisis', 'greek', 'world', 'years', 'country']","['ευρώπη', 'ελλάδα', 'γαλλία', 'σήμερα', 'ευρώπης', 'γαλλίας', 'common', 'nation', 'european', 'ευρωπαϊκή']","['σχολείο', 'εκπαίδευσης', 'παιδιά', 'εκπαίδευση', 'μαθητές', 'παιδείας', 'μεγάλη', 'σήμερα', 'νέα', 'κάνουμε']","['ελλάδα', 'ευρώπη', 'προκλήσεις', 'χώρες', 'σήμερα', 'μπορούμε', 'σύστημα', 'ανισότητες', 'περιοχή', 'παγκόσμιο']","['ενέργειας', 'αερίου', 'φυσικού αερίου', 'φυσικού', 'σήμερα', 'αέριο', 'έργο', 'ενέργεια', 'φυσικό αέριο', 'ηλεκτρικής']","['ελλάδα', 'επιχειρήσεις', 'χώρα', 'χρόνια', 'επιχειρήσεων', 'εταιρείες', 'πιστεύω', 'τρόπο', 'καινοτομίας', 'μητσοτάκης']","['ελλάδα', 'οικονομία', 'χώρα', 'ανάπτυξη', 'επενδύσεων', 'ανάκαμψης', 'χρόνια', 'πιστεύω', 'ενέργειας', 'χώρας']","['μουσείο', 'πολιτισμού', 'οακα', 'μουσείου', 'σήμερα', 'ελλάδα', 'νέο', '000', 'ολυμπιακό', 'τέχνης']","['εκκλησίας', 'παναγίου', 'πατριάρχης', 'παναγίου τάφου', 'θεόφιλος', 'τάφου', 'ημών', 'ελλάδος', 'ιεροσολύμων', 'πατριάρχης θεόφιλος']","['δημοσιογράφος', 'υγείας', 'σύστημα', 'εργασίας', 'μητσοτάκης', 'εφκα', 'πολίτη', 'μεγάλη', 'νομίζω', 'σύστημα υγείας']","['τουρισμού', 'εργασίας', 'τουρισμό', 'τουρισμός', 'ελλάδα', 'χρόνια', 'χώρα', 'χώρας', 'αγορά', 'επισκεπτών']","['ελλάδα', 'εργασίας', 'αφορά', 'πιστεύω', 'peter', 'τρόικα', 'peter spiegel', 'πρωτογενές πλεόνασμα', 'πρωτογενές', 'spiegel']","['εμβολιασμού', 'υγείας', 'συμπολίτες', 'εμβολιαστούν', 'ραντεβού', 'πρωθυπουργός', 'διαδικασία', 'σήμερα', '000', 'εμβόλιο']","['ελλάδα', 'καναδά', 'ευχαριστώ', 'σήμερα', 'justin', 'δύο', 'ηνωμένες πολιτείες', 'ηνωμένες', 'πολιτείες', 'χώρα']","['παιδιών', 'παιδιά', 'σεξουαλικής', 'βίας', 'κακοποίησης', 'σεξουαλική', 'δράσης', 'σεξουαλικής κακοποίησης', 'κακοποίηση', 'λοατκι']","['ναυτιλία', 'ελλάδα', 'πλοία', 'agrawal', 'ravi', 'ravi agrawal', 'κυριάκος μητσοτάκης', 'κυριάκος', 'μητσοτάκης', 'ναυπηγεία']","['εμβόλια', 'ελλάδα', 'υγείας', 'δύο', 'κυριάκος μητσοτάκης', 'εμβολιασμού', 'john', 'ισπανία', 'κυριάκος', 'μητσοτάκης']","['αττικής', 'σήμερα', 'χρόνια', 'αττική', 'δυτικής αττικής', 'ελλάδα', 'πω', 'δόμησης', 'κι', 'θέλω']","['ελλάδα', 'βαλκανίων', 'δυτικών βαλκανίων', 'συνεργασία', 'δυτικών', 'δύο', 'ευρωπαϊκή', 'μακεδονίας', 'συνεργασίας', 'ευκαιρία']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,gr_sentences,29,"['ελλάδα', 'ευρώπη', 'χώρα', 'σήμερα', 'democracy', 'greece', 'κυβέρνηση', 'κι', 'δημοκρατίας', 'δημοκρατία']","['time', 'εργασίας', 'χρέος', 'χρόνια', 'ευρώ', 'debt', 'recession', 'high', 'ανεργία', 'primary']","['κι', 'χρόνια', 'λάθη', 'σήμερα', 'days good', 'realizes huge', 'huge geopolitical', 'everybody realizes', 'realizes', 'geopolitical turbulence']","['ενέργειας', 'αερίου', 'φυσικού', 'φυσικού αερίου', 'ανάπτυξη', 'αέριο', 'growth', 'τουρισμό', 'sustainable', 'φυσικό']","['ξέρει', 'ξέρει κόσμος', 'κόσμος', 'αλήθεια', 'numbers', 'markets know', 'partners admit', 'numbers world', 'know partners', 'admit']","['υγείας', 'πανεπιστήμια', 'νοσοκομεία', 'σύστημα', 'σύστημα υγείας', 'υγεία', 'δημόσια', 'εκπαίδευση', 'εμβολιασμού', 'νοσοκομείο']","['ευχαριστώ', 'ευχαριστώ ευχαριστώ', 'ευχαριστήσω', 'thank', 'θέλω', 'θερμά', 'thank thank', 'θέλω ευχαριστήσω', 'σήμερα', 'ευχαριστούμε']","['κατοικίας', 'δάση', 'πρώτης κατοικίας', 'common', 'ακινήτων', 'πρώτης', 'presuppose', 'citizens presuppose', 'presuppose city', 'words community']","['ήθελε', 'ήθελε εκλογές', 'ήθελαν', 'κατεβάσουν πεζοδρόμια', 'πεζοδρόμια ήθελε', 'αυτιά ήθελαν', 'χρόνια έκλεισε', 'έκλεισε αυτιά', 'ήθελαν κατεβάσουν', 'κατεβάσουν']","['ερτ', 'ραδιοτηλεόραση', 'δημόσια ραδιοτηλεόραση', 'δημόσια', 'ενημέρωσης', 'αμαρτωλή ερτ', 'αμαρτωλή', 'fake', 'fake news', 'news']","['μπορέσουν', 'hardship derail', 'hardship', 'derail hardship', 'αναγκαία', 'στιγμή σκέψη', 'σκέψη τραπέζι', 'ανάγκη', 'υπάρχει στιγμή', 'υπάρχει']","['γυναικών', 'γυναίκα', 'φύλων', 'γυναίκες', 'κυρίες κύριοι', 'κυρίες', 'κύριοι', 'οικογένεια', 'γυναίκας', 'βουλευτές κυρίες']","['θέλω', 'κάνω', 'έκανα εκ', 'παραδρομής', 'εκ παραδρομής', 'παραδρομής έκανα', 'έκανα', 'προσωπικά', 'αναλαμβάνω', 'πω']","['world', 'world competitiveness', 'competitiveness', '111', 'places world', 'places', 'competitiveness rating', 'rating', 'place', 'jump 111']","['hard painful', 'painful hard', 'painful', 'hard', 'οδυνηρό', 'τομή', 'οδυνηρό πάντες', 'εξαιρετικά οδυνηρό', 'πάντες', 'εξασφαλίσει συνέχεια']","['μεσαία τάξη', 'μεσαία', 'τάξη', 'people', 'impose separate', 'individuals trying', 'belonging people', 'people individuals', 'trying impose', 'separate']","['ξέρω', 'γνωρίζει σταματούσε', 'σταματούσε', 'γνωρίζει', 'end γνωρίζει', 'knows end', 'knows', 'σταματούσε knows', 'σταματούσε γνωρίζει', 'γίνει ξέρω']","['failed gain', 'new ground', 'crisis failed', 'gain new', 'moments crisis', 'ground difficult', 'failed', 'gain', 'difficult moments', 'ground']","['τούνελ', 'φως', 'άκρη τούνελ', 'άκρη', 'φως άκρη', 'εξαρχής φως', 'τρίτον δείξει', 'δείξει εξαρχής', 'εξαρχής', 'δείξει']","['steadily improving', 'order steadily', 'improving public', 'steadily', 'improving', 'public order', 'order', 'public', '', '']","['ρατσισμός', 'ρατσισμό', 'ανοχή', 'nationality', 'επικρατούν βάρος', 'ρατσισμός ρατσισμό', 'ρατσισμός αρνητικά', 'ρατσισμό υπάρχει', 'ρατσισμού απαράδεκτα', 'απαράδεκτα αντι']","['alive', 'interesting', 'alive alive', 'chinese', 'way synonym', 'understatement chinese', 'interesting understatement', 'ironic', 'ironic way', 'crisis alive']","['nuclear', 'iran', 'nuclear weapons', 'weapons', 'program', 'nuclear program', 'tangible result', 'program develop', 'nuclear energy', 'weapons program']","['grows', 'possesses', 'recuperates grows', 'problems survives', 'times overcomes', 'possesses corrective', 'antibodies times', 'overcomes problems', 'overcomes', 'mechanisms antibodies']","['μέτρα συνέπεια', 'οικονομία τραπεζική', 'τραπεζική αργία', 'επιπτώσεων οικονομία', 'αργία επιβολή', 'επιβολή ελέγχου', 'ελέγχου κίνηση', 'συνέπεια επιπτώσεων', 'υπάρξουν πρόσθετα', 'αργία']","['ψηφιδωτό καταστρέφεις', 'κομμάτια παζλ', 'αφαιρέσεις', 'αφαιρέσεις κομμάτια', 'καταστρέφεις συνολική', 'καταστρέφεις', 'παζλ πολιτικό', 'πολιτικό ψηφιδωτό', 'ψηφιδωτό', 'παζλ']","['ξαναβρεθούμε πέντε', 'συζητήσουμε καινούρια', 'μήνες συζητήσουμε', 'καινούρια ξαναβρεθούμε', 'ξαναβρεθούμε', 'καινούρια', 'πέντε μήνες', 'συζητήσουμε', 'πέντε', 'μήνες']","['τεχνικής υποστήριξης', 'συμμετοχή τεχνικής', 'πιθανή συμμετοχή', 'υποστήριξης πιθανή', 'πιθανή', 'τεχνικής', 'υποστήριξης', 'συμμετοχή', '', '']","['αποδοχή κοινή', 'ευρύτατη αποδοχή', 'δήμα ευρύτατη', 'γεγονός υποψηφιότητα', 'υποψηφιότητα σταύρου', 'σταύρου δήμα', 'γνώμη γεγονός', 'σταύρου', 'ευρύτατη', 'υποψηφιότητα']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,gr_media_sentences,29,"['ελλάδα', 'σήμερα', 'χώρα', 'κι', 'χρόνια', 'ευρώπη', 'ευχαριστώ', 'θέλω', 'νέα', 'δύο']","['democracy', 'greece', 'time', 'reforms', 'people', 'crisis', 'common', 'country', 'years', 'world']","['σύνορα', 'ευρώπη', 'χώρες', 'μετανάστευσης', 'ασύλου', 'μετανάστευση', 'ευρωπαϊκή', 'ευρώπης', 'συνόρων', 'πρόσφυγες']","['έργα', 'αερίου', 'φυσικού αερίου', 'φυσικού', 'ενέργειας', 'έργο', 'αέριο', 'φυσικό', 'φυσικό αέριο', 'υποδομών']","['επιχειρήσεις', 'τομέα', 'επιχειρήσεων', 'αγρότες', 'εργασίας', 'ανάπτυξης', 'απασχόλησης', 'οοσα', 'προσπάθεια', 'αγροτικής']","['υγείας', 'σύστημα υγείας', 'νοσοκομεία', 'νοσοκομείο', 'σύστημα', 'εθνικό σύστημα', 'υγεία', 'εντατικής', 'θεραπείας', 'εντατικής θεραπείας']","['εμβολιασμού', 'εμβόλια', 'εμβόλιο', 'τεστ', 'εμβολιαστούν', 'εμβολιαστεί', 'συμπολίτες', 'εμβολιασμό', 'εμβολιασμών', 'εμβολίων']","['μετρό', 'λεωφορεία', 'θεσσαλονίκης', 'θεσσαλονίκη', 'γραμμής', 'γραμμή', 'μετρό θεσσαλονίκης', 'οδικής', 'μεταφορικό', 'αθήνας']","['μισθό', 'κατώτατο', 'εστίαση', 'κατώτατο μισθό', 'εστίασης', 'μισθού', 'κατώτατου', 'κατώτατου μισθού', 'αύξηση', 'αύξηση κατώτατου']","['rafale', 'ενόπλων', 'ενόπλων δυνάμεων', 'δυνάμεων', 'άμυνας', 'ένοπλες δυνάμεις', 'ένοπλες', 'άμυνα', 'αμυντική', 'αεροπορίας']","['εκκλησίας', 'εκκλησία', 'προκοπή πονεμένο', 'ενότητα συνεργασία', 'ειρήνη προκοπή', 'πονεμένο τόπο', 'πονεμένο', 'εξασφαλίσουμε ειρήνη', 'συνεργασία μπορούμε', 'μπορούμε εξασφαλίσουμε']","['111 positions', 'positions', 'positions 111', '111', 'αφαιρέσεις', 'αφαιρέσεις κομμάτια', 'ψηφιδωτό καταστρέφεις', 'κομμάτια παζλ', 'πολιτικό ψηφιδωτό', 'παζλ πολιτικό']","['5g', 'vodafone', 'viva wallet', 'viva', 'wallet', 'data', 'τηλεπικοινωνιών', 'παπαστράτος', 'nokia siemens', 'nokia']","['order steadily', 'steadily improving', 'improving public', 'public', 'steadily', 'improving', 'public order', 'order', 'περικοπές', 'περικοπές κυβέρνηση']","['painful hard', 'hard painful', 'hard', 'painful', 'mistakes', 'μεριά αποτελεί', 'απλά σύνθημα', 'σύνθημα μεριά', 'αποτελεί απλά', 'σύνθημα']","['credible guarantee', 'truly solid', 'solid credible', 'solid', 'truly', 'guarantee long', 'term sustainable', 'sustainable growth', 'credible', 'guarantee']","['τομή', 'γυναίκες', 'τομή εξασφαλίσει', 'συνέχεια τομή', 'κάνεις τομή', 'εξασφαλίσει συνέχεια', 'θέλεις κάνεις', 'υποβοηθούμενη', 'υποβοηθούμενη αναπαραγωγή', 'τομή θέλεις']","['χρειάζεται αυτοσυγκράτηση', 'αυτοσυγκράτηση', 'αυτοσυγκράτηση χρειάζεται', 'πετρέλαιο', 'θέρμανσης', 'πετρελαίου', 'λίτρο', 'χρειάζεται', 'λεπτά λίτρο', 'πετρέλαιο θέρμανσης']","['philip morris', 'philip', 'morris', 'ανατολικού τύπου', 'καπνίσματος', 'καπνού', 'ανατολικού', 'αποθήκες', 'καπνά', 'τύπου']","['πόσο αδίστακτοι', 'αδίστακτοι', 'δείχνει πόσο', 'κι δείχνει', 'αδίστακτοι κι', 'κοινό σκοπό', 'σκοπό κοινό', 'διαφορά', 'δείχνει', 'σκοπό']","['ρατσισμός', 'μίσους', 'ρατσισμό υπάρχει', 'αρχίζει ρατσισμός', 'ξέρουμε αρχίζει', 'στερεότυπα διαδίδονται', 'ρατσισμός ρατσισμό', 'ρατσισμός αρνητικά', 'βάρος συγκεκριμένης', 'ανοχή ξέρουμε']","['κόσμου σύγκριση', 'υλοποιηθεί δοκιμαστεί', 'ιδέα υλοποιηθεί', 'καινοτόμος ιδέα', 'νέο προϊόν', 'σύγκριση ευρώπη', 'δοκιμαστεί αγορά', 'προϊόν καινοτόμος', 'αγορά περιοχές', 'χρειάζεται νέο']","['εσφαλμένο υποθέσουμε', 'δημιουργήσει αυτόματα', 'αυτόματα αντίστοιχη', 'αυξημένη προσφορά', 'αντίστοιχη ζήτηση', 'αντίθετο αυξημένη', 'υποθέσουμε συμβεί', 'προσφορά δημιουργήσει', 'συμβεί αντίθετο', 'εσφαλμένο']","['ποιητής έγραψε', 'τριγυρνούσε ποιητής', 'έγραψε στίχους', 'τριγυρνούσε', 'στίχους', 'στίχους τριγυρνούσε', 'ποιητής', 'έγραψε', 'τραγουδάμε', 'γιορτάζουμε τραγουδάμε']","['έκανα εκ', 'παραδρομής', 'εκ παραδρομής', 'παραδρομής έκανα', 'έκανα', 'εκ', 'παραδρομής κάνω', 'λάθος τέλη', 'τέλη προηγούμενου', 'προηγούμενου έτους']","['θέλεις', 'εγκαταλείψουν κακές', 'παρελθόντος εμπνεύσεις', 'κακές συνήθεις', 'θέλεις εγκαταλείψουν', 'θέλεις αλλάξεις', 'σκέπτονται άνθρωποι', 'επαναπροσδιορίσουν προτεραιότητές', 'εμπνεύσεις επαναπροσδιορίσουν', 'αλλάξεις τρόπο']","['νοικοκυραίων', 'νοικοκυραίοι', 'φτιάχνουμε νέα', 'νοικοκυραίοι αγαπάνε', 'ανθρώπων νοικοκυραίων', 'τόπο φτιάχνουμε', 'έλληνες νοικοκυραίοι', 'δημιουργικών ανθρώπων', 'ενδιαφέρουν ακραίοι', 'περιθωριακοί δημιουργικοί']","['τέμπη', 'τεμπών', 'θυμάτων', 'τραγωδίας τεμπών', 'τραγωδία τεμπών', 'οδύνης', 'τραγωδία', 'τραγωδίας', 'συγγενείς', 'δυστυχώς']","['υπερωρίες', '8ωρο', 'οκτάωρο', 'ρητά', 'εργαζόμενος', 'απασχόληση', 'ώρες υπερωρίες', 'υπερωρίες αποζημιώνονται', 'νόμος υπερωριακή', 'νόμιμη ασφαλισμένη']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,multilingual_docs,23,"['υγείας', 'σύστημα υγείας', 'σύστημα', 'εμβολιασμού', 'σήμερα', 'νοσοκομεία', 'μητσοτάκης', 'εθνικό', 'πανδημίας', 'πρωθυπουργός']","['σχολείο', 'παιδιά', 'μαθητές', 'κάνουμε', 'εκπαίδευση', 'γονείς', 'δασκάλους', 'σήμερα', 'μεγάλη', 'σχολείου']","['σήμερα', 'χώρα', 'ελλάδα', 'κι', 'χρόνια', 'διότι', 'κυβέρνηση', 'υπάρχει', 'φορά', 'κάνουμε']","['πανεπιστημίου', 'ελαιώνα', 'φωκίδα', 'σήμερα', 'άμφισσας', 'χρόνια', 'ελευθερία', 'δημοκρατία', 'πολυτεχνείου', 'ελαιώνα άμφισσας']","['απώλεια', 'τσίπρα', 'ειλικρινή', 'εκφράζω', 'ειλικρινή συλλυπητήριά', 'συλλυπητήριά', 'ευρώ', 'σήμερα', 'κύριε τσίπρα', 'τιμήθηκε']","['χώρα', 'τραγωδία', 'σήμερα', '000', 'πολιτική', 'ζωές', 'δύο', 'κύριοι', 'στιγμή', 'τέλος']","['ελλάδα', 'κυριάκος μητσοτάκης', 'κυριάκος', 'μητσοτάκης', 'πιστεύω', 'χώρα', 'αφορά', 'πραγματικά', 'νομίζω', 'μπορούμε']","['μουσείο', 'πολιτισμού', 'μουσείου', 'κληρονομιάς', 'πολιτιστικής', 'παρθενώνα', 'ακρόπολης', 'έκθεση', 'αρχαιολογικό', 'αιγών']","['έργα', 'ευρώ', 'σήμερα', 'έργο', 'ελλάδα', 'υπουργός', 'επενδύσεων', 'σχέδιο', 'εκατ ευρώ', 'χρόνια']","['νησιά', 'σήμερα', 'πρωθυπουργός', 'μεγάλη', 'θέλω', 'έργο', 'ελλάδα', 'μεγάλο', 'χρόνια', 'αντώνης']","['χώρες', 'ευρώπη', 'ευρωπαϊκή', 'πρόβλημα', 'σήμερα', 'ελλάδα', 'πρόσφυγες', 'ροές', 'βεβαίως', 'ασύλου']","['ενέργειας', 'αερίου', 'φυσικού αερίου', 'φυσικού', 'τιμές', 'κυριάκος μητσοτάκης', 'κυριάκος', 'μητσοτάκης', 'ευρωπαϊκή', 'πρόγραμμα']","['ρωσία', 'ουκρανία', 'αερίου', 'ελλάδα', 'φυσικού αερίου', 'φυσικού', 'ευρωπαϊκής', 'ρωσικής', 'ένωσης', 'τομέα']","['ελλάδα', 'ευρώπη', 'σήμερα', 'χώρα', 'χρόνια', 'χώρες', 'ευρωπαϊκή', 'πιστεύω', 'δύο', 'θέλω']","['πρωθυπουργός', 'έργο', 'κυριάκος μητσοτάκης', 'κυριάκος', 'μητσοτάκης', 'σήμερα', 'έργα', 'μετρό', 'υγείας', 'υπουργός']","['πρωθυπουργός', 'επιχειρήσεις', 'μητσοτάκης', 'σήμερα', 'ελλάδα', 'κυριάκος μητσοτάκης', 'κυριάκος', 'χώρα', 'νομίζω', 'χρόνια']","['democracy', 'reforms', 'time', 'populism', 'extremism', 'common', 'country', 'world', 'crisis', 'years']","['ανταγωνιστικότητα', 'ελλάδα', 'ευρώπη', 'δημοκρατία', 'ανταγωνισμός', 'competitiveness', 'ανταγωνιστικότητας', 'χρέος', 'κόσμο', 'υπάρχει']","['συνεργασίας', 'κύπρος', 'κύπρου', 'ελλάδα', 'περιοχή', 'δύο', 'κυπριακού', 'θέλω', 'συνεργασία', 'ηνωμένων']","['ελλάδα', 'πρωθυπουργός', 'σήμερα', 'δύο', 'μητσοτάκης', 'κυριάκος', 'ευρωπαϊκή', 'κυριάκος μητσοτάκης', 'ήθελα', 'ελλάδας']","['μεγάλη', 'σήμερα', 'χώρα', 'γυναίκα', 'ανάγκη', 'πρόεδρε', 'θέλω', 'οικογένεια', 'χώρας', 'ταυτόχρονα']","['χώρα', 'ελλάδα', 'ευρώπη', 'κι', 'χρόνια', 'κυβέρνηση', 'εκλογές', 'σήμερα', 'θέλω', 'λαός']","['ελλάδα', 'κι', 'χώρα', 'χρόνια', 'αγορές', 'σήμερα', 'κρίση', 'ανάπτυξη', 'δύο', 'οικονομία']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
