,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
0,model,-0.17520254282890102,0.33578582059217027,-0.5926311686851359,-5.875108395748536,0.9571428571428572,0.0030394773399015085,0.0026525198938992037,model,"['σταθερότητα', 'μνημόνια', 'κυβέρνησης', 'αντιπολίτευσης', 'μεταρρυθμίσεις', 'χρέους', 'επενδύσεις']","['συστήματος υγείας', 'νοσοκομείων', 'μονάδες εντατικής', 'υγείας βασίλης', 'εμβολιασμός', 'χώρο υγείας', 'κυριάκος μητσοτάκης']","['κατώτατου μισθού', 'πρωτογενούς τομέα', 'πρωτογενής', 'κοινή αγροτική', 'κατώτατου', 'κτηνοτρόφων', 'κλάδο εστίασης']","['διαχείρισης κρίσεων', 'φωτιές', 'πολιτικής προστασίας', 'εκαβ', 'πυροσβεστικής', 'κλιματικής κρίσης', 'κυριάκος μητσοτάκης']","['μεταναστευτικού', 'μετανάστευσης ασύλου', 'προσφυγικό', 'εε τουρκίας', 'ταυτοποίησης', 'κύριε κουμουτσάκο', 'διαχειριστούμε']","['τυπου πρωθυπουργου', 'αντώνης σαμαράς', 'el', 'ελλάδα ισπανία', 'greek presidency', 'sido', 'merkel']","['υγροποιημένου', 'αγωγός', 'κυριάκος μητσοτάκης', 'fsru', 'ρεβυθούσα', 'igb', 'υποδομές']","['want thank', 'especially', 'greece', 'greek people', 'fiscal', 'government', 'political']","['ahepa', 'επανάσταση 1821', 'επαναστάσεις', 'υπάρχει ευρώπη', 'ελλάδα ρωσία', 'λιβύης', 'επανεκκίνησης']","['τοπικής αυτοδιοίκησης', 'περιφερειάρχη', 'τουρισμού', 'συνέδριο', 'επενδύσεων', 'υποδομές', 'περιφερειακό']","['πολιτείας εκκλησίας', 'προσκυνημάτων', 'πατριάρχης θεόφιλος', 'αγία γη', 'σωτήρος ημών', 'παναγίου τάφου', 'αγάπης θεραπευτικής']","['εοδυ παναγιώτης', 'τσιόδρας', 'σύστημα υγείας', 'κρουσμάτων', 'πολιτικής προστασίας', 'μονάδες εντατικής', 'υφυπουργός']","['οοσα', 'elevate greece', 'επιχειρηματικότητας', 'οικοσύστημα νεοφυών', 'φορολογικά κίνητρα', 'ψηφιακό μετασχηματισμό', 'cloud region']","['σετε', 'ελληνικός τουρισμός', 'επέκταση τουριστικής', 'τουριστικού προϊόντος', 'δυπα', 'ημέρες καριέρας', 'ξένων οίκων']","['τηλεκπαίδευσης', 'υπουργός παιδείας', 'εκπαίδευσης ειδικής', 'θέματα πρωτοβάθμιας', 'δασκάλων καθηγητών', 'υφυπουργός παιδείας', 'εκπαιδευτικούς']","['ναυτιλιακό', 'νταβός', 'ναυτιλιακής κοινότητας', 'ποσειδώνια', 'εφοπλισμός', 'θεόδωρος βενιάμης', 'ιμο']","['γεφύρι πλάκας', 'flyover', 'σημαντικά έργα', 'καραγιάννης', 'εργοσε', 'βουλευτές θεσσαλονίκης', 'συγκοινωνιακό']","['οδικός άξονας', 'ε65', 'παράκαμψη στυλίδας', 'οδικό δίκτυο', 'πάτρα πύργος', 'άκτιο αμβρακία', 'ιόνιας']","['εξάλειψη φτώχειας', 'οηε', 'παγκόσμιου χρηματοπιστωτικού', 'επιτρέψει ατζέντα', 'σταθερό φορολογικό', 'κυβερνήσεις διατηρούν', 'ατζέντα ακμάσει']","['ακρόπολη', 'πραγματισμός', 'πολιτισμού αθλητισμού', 'ολυμπιακό κέντρο', 'αρχαιολογικό μουσείο', 'τένις', 'μενδώνη']","['πολεμική αεροπορία', 'ουρανοί θωρακίζονται', 'διακλαδικής άσκησης', 'αεροπορική', 'άμυνας', 'βιομηχανίας εαβ', 'ελληνικοί']","['ομοσπονδία εθνών', 'κρατών', 'gdp', 'γραμματέα νατο', 'political', 'επεσήμανα', 'contributions greece']","['πρόεδρο macron', 'γαλλία ελλάδα', 'γαλλικές επιχειρήσεις', 'διαφωτισμού', 'emmanuel', 'il est', 'liberté']","['κογκρέσου', 'raisina dialogue', 'justin', 'κυριάκος μητσοτάκης', 'trudeau', 'ελληνοαμερικανική', 'μπορώ']","['προκαταλήψεις', 'ενδοοικογενειακής', 'καθεστώς ταλιμπάν', 'έμφυλων διακρίσεων', 'δείξατε', 'διεμφυλικών', 'εθνική στρατηγική']","['τεκα', 'μείωση ασφαλιστικών', 'κοινωνική ασφάλιση', 'κοινωνικών υποθέσεων', 'εκκρεμών συντάξεων', 'εισφοράς αλληλεγγύης', 'τσακλόγλου']","['χαμόγελο', 'τριτοκοσμικά πανεπιστήμια', 'ευκαιρίες μεταρρυθμίσεις', 'εκπροσωπεί συριζα', 'επιτέλους ελλάδα', 'μιζέρια τριτοκοσμικά', 'φοιτητικών εκλογών']","['υγείας', 'επιστήμονες κάναμε', 'κυριάκος μητσοτάκης', 'δόσεις χορηγήσουμε', 'συγκεκριμένες κλινικές', 'ισραήλ', 'εφήβων']","['83η δεθ', 'επενδύσεις', 'ανεργίας', 'οργανώσουμε', 'βόρεια ελλάδα', 'δύο άκρα', 'θέλουμε θεσσαλονίκη']","['διανοούμενος δημοκρατικής', 'γκρας', 'θλίψη γραφειο', 'ισχυρής πένας', 'θεατρικός συγγραφέας', 'καλαμίτση', 'κοινότητα ήρωα']"
