,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1
0,"model_PCA_{'n_components': 15}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}",-0.19212174614012706,0.20091701971472203,-0.06601401719397101,-7.054181298630012,1.0,0.0,0.0,"model_PCA_{'n_components': 15}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}","['μπ κούτρας', 'μπ', 'τζιοβάρας', 'γρ', 'γρ τζιοβάρας', 'golden visa', 'κοτανίδου']","['democracy', 'χρέους', 'reforms', 'ενέργειας', 'time', 'common', 'κύπρο']"
