,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26
0,"model_UMAP_{'n_components': 30, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}",0.04833598865529215,0.6020066107073708,-0.5038156769325529,-2.03503473214133,0.9629629629629629,0.0033992739112739256,0.0017897582000146101,"model_UMAP_{'n_components': 30, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}","['λιμενικού', 'λιμενικού σώματος', 'ναυτιλία', 'σώματος', 'ναυτιλίας', 'agrawal', 'ravi agrawal']","['καναδά', 'brad', 'brad smith', 'justin', 'smith', 'τεχνολογία', 'trudeau']","['πολιτικής προστασίας', 'προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυρκαγιές', 'πυροσβεστικής', 'κλιματικής κρίσης']","['περιφέρεια', 'εκατ', 'έργα', 'εκατ ευρώ', 'ευρώ', 'περιφέρειας', 'υποδομών']","['μετρό', 'έργα', 'υποδομών', 'πειραιά', 'λιμάνι', 'θεσσαλονίκη', 'υπουργός']","['αερίου', 'φυσικού αερίου', 'φυσικού', 'ενέργειας', 'αέριο', 'φυσικό αέριο', 'φυσικό']","['έργα', 'δρόμος', 'έργου', 'πάτρα', 'τμήμα', 'ε65', 'οδού']","['πραξικόπημα', 'συντάξεις', 'τελεσίγραφο', 'συμφωνία', 'θέλουν ευρώπη', 'συντάξεων', 'χαθούν']","['greece', 'european', 'europe', 'believe', 'growth', 'people', 'think']","['οικοσύστημα', 'τεχνολογίας', 'εταιρείες', 'cloud', 'data', 'καινοτομίας', 'viva']","['ροές', 'τουρκία', 'frontex', 'σύνορα', 'μετανάστευση', 'πρόσφυγες', 'μετανάστευσης']","['γαλλίας', 'γαλλία', 'nous', 'de', 'et', 'la', 'est']","['παναγίου', 'παναγίου τάφου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ιεροσολύμων', 'ημών']","['επενδύσεων', 'επενδύσεις', 'ανάκαμψης', 'οικονομίας', 'ανάπτυξης', 'τράπεζα', 'ενέργειας']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'σύστημα', 'εθνικό σύστημα']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'προκλήσεις', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό', 'χρηματοπιστωτικό', 'ανεπτυγμένες']","['γυναικών', 'γυναίκες', 'ισότητας', 'βίας', 'γυναίκας', 'αφγανιστάν', 'ημέρα']","['σχολείο', 'μαθητές', 'εκπαίδευση', 'παιδείας', 'σχολείου', 'εκπαίδευσης', 'δασκάλους']","['υγείας', 'τεστ', 'κρουσμάτων', 'κρούσματα', 'πανδημίας', 'μέτρα', 'ιού']","['εκλογές', 'μητσοτάκη', 'κύριε μητσοτάκη', 'τσίπρα', 'συριζα', 'συνάδελφοι', 'θέλουν']","['γερμανία', 'καγκελάριο', 'γερμανίας', 'μέρκελ', 'άνγκελα μέρκελ', 'άνγκελα', 'βρούμε']","['αγρότες', 'αγροτική', 'καπ', 'πρωτογενή τομέα', 'πρωτογενή', 'αγροτικής', 'αγροτών']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'τουριστική', 'σετε', 'ελληνικού τουρισμού', 'ελληνικό τουρισμό']","['εαβ', 'αεροπορίας', 'viper', 'αεροσκάφη', 'ενόπλων δυνάμεων', 'ενόπλων', 'πολεμικής αεροπορίας']","['ιρλανδία', 'σαμαράς', 'αντώνης σαμαράς', 'αντώνης', 'προεδρία', 'european', 'πρωθυπουργου']","['νατο', 'alliance', 'nato', 'μουσείο', 'thank', 'πολιτισμού', 'security']","['τουρκία', 'ένωση', 'ένωσης', 'ευρωπαϊκή ένωση', 'μεσόγειο', 'ευρωπαϊκής ένωσης', 'κρατών']"
