,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 15, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",0.05137360811300713,0.6134556639967289,-0.43875100824223046,-1.8783595716769677,0.9545454545454546,0.0034405547309832585,0.0028456392092755726,"model_UMAP_{'n_components': 15, 'n_neighbors': 15, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['λιμενικού', 'ναυτιλία', 'λιμενικού σώματος', 'σώματος', 'ναυτιλίας', 'πλοία', 'ravi agrawal']","['ροές', 'frontex', 'τουρκία', 'πρόσφυγες', 'σύνορα', 'μετανάστευση', 'συνόρων']","['συντάξεις', 'τεκα', 'συντάξεων', 'μητσοτάκη', 'δισεκατομμύρια', 'κύριε μητσοτάκη', 'ευρώ']","['γυναικών', 'βίας', 'γυναίκες', 'δικαιωμάτων', 'ανισότητες', 'σεξουαλικής', 'παιδιών']","['σχολείο', 'μαθητές', 'εκπαίδευσης', 'εκπαίδευση', 'παιδείας', 'σχολείου', 'δασκάλους']","['υγείας', 'σύστημα υγείας', 'νοσοκομείο', 'εμβολιασμού', 'νοσοκομεία', 'συμπολίτες', 'εθνικό σύστημα']","['προστασίας', 'πολιτικής προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυροσβεστικής', 'περιοχές', 'πυρκαγιές']","['περιφέρεια', 'περιφέρειας', 'εκατ', 'ευρώ', 'εκατ ευρώ', 'δυτικής', 'υποδομών']","['υποδομών', 'τμήμα', 'δρόμος', 'έργου', 'άξονα', 'οδού', 'θεσσαλονίκη']","['αερίου', 'φυσικού αερίου', 'ενέργειας', 'φυσικού', 'αέριο', 'φυσικό αέριο', 'igb']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'σετε', 'τουριστική', 'ελληνικού τουρισμού', 'ελληνικό τουρισμό']","['αγρότες', 'αγροτική', 'αγροτικής', 'προϊόντα', 'πρωτογενή τομέα', 'πρωτογενή', 'καπ']","['εκκλησίας', 'παναγίου', 'παναγίου τάφου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ημών']","['επενδύσεων', 'ανάκαμψης', 'ενέργειας', 'ανθεκτικότητας', 'τράπεζα', 'ετεπ', 'επενδύσεις']","['τσίπρα', 'μητσοτάκη', 'κύριε μητσοτάκη', 'εκλογές', 'συριζα', 'συνάδελφοι', 'ευρώ']","['εταιρείες', 'τεχνολογίας', 'οικοσύστημα', 'καινοτομίας', 'επιχειρήσεων', 'cloud', 'microsoft']","['εαβ', 'αεροπορίας', 'ενόπλων δυνάμεων', 'ενόπλων', 'άσκηση', 'πολεμική αεροπορία', 'αεροπορία']","['que', 'de', 'en', 'la', 'el', 'σαμαράς', 'los']","['greece', 'european', 'europe', 'believe', 'growth', 'people', 'think']","['γερμανία', 'ευρωπαϊκό', 'τουρκία', 'τουρκίας', 'ένωση', 'κοινή', 'ευρωπαϊκή ένωση']","['νατο', 'alliance', 'μουσείο', 'nato', 'πολιτισμού', 'γαλλίας', 'γαλλία']","['επανάσταση', 'ελληνική επανάσταση', 'επανάστασης', 'ρωσία', 'ρωσικές', 'οασε', 'ρωσίας']"
