,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
0,"model_UMAP_{'n_components': 10, 'n_neighbors': 20, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",0.029177350083503813,0.5984978442423201,-0.28905300217081575,-2.369375751507901,0.9642857142857143,0.004957492261904783,0.002564102564102564,"model_UMAP_{'n_components': 10, 'n_neighbors': 20, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'προσωπικό']","['ροές', 'πρόσφυγες', 'τουρκία', 'frontex', 'σύνορα', 'μετανάστευση', 'συνόρων']","['υγείας', 'σχολείο', 'συμπολίτες', 'μέτρα', 'εκπαίδευση', 'πανδημίας', 'μαθητές']","['παναγίου τάφου', 'παναγίου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'εκκλησίας', 'ημών']","['έργα', 'ενέργειας', 'αερίου', 'περιφέρεια', 'φυσικού', 'φυσικού αερίου', 'υποδομών']","['πολιτικής προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυρκαγιές', 'πυροσβεστικής', 'εναέρια', 'περιοχές']","['επιχειρήσεις', 'τεχνολογίας', 'εταιρείες', 'οικοσύστημα', 'επιχειρήσεων', 'εξωτερικό', 'καινοτομίας']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'αγρότες', 'προϊόντα', 'ευρώ', 'επιχειρήσεις']","['νατο', 'alliance', 'μουσείο', 'nato', 'πολιτισμού', 'thank', 'security']","['greece', 'european', 'europe', 'believe', 'people', 'growth', 'think']","['μπορούμε μιλάμε', 'ανισότητες', 'οικονομικό χρηματοπιστωτικό', 'χρηματοπιστωτικό', 'οηε', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό']","['que', 'de', 'en', 'la', 'προεδρία', 'el', 'σαμαράς']","['γερμανία', 'καγκελάριο', 'ευρωπαϊκό', 'γερμανίας', 'άνγκελα μέρκελ', 'άνγκελα', 'βρούμε']","['τουρκία', 'τουρκίας', 'κύπρου', 'κύπρο', 'αιγύπτου', 'συμβουλίου', 'ηνωμένων εθνών']","['εκλογές', 'ευρώ', 'κύριοι', 'ελληνικού λαού', 'κυρίες κύριοι', 'κυρίες', 'συριζα']","['τσίπρα', 'κύριε μητσοτάκη', 'μητσοτάκη', 'λέτε', 'είπατε', 'κάνετε', 'συμφωνία']"
