,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23
0,"model_UMAP_{'n_components': 10, 'n_neighbors': 15, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",0.06226661843885938,0.6316837028912532,-0.5053662058623895,-1.7967287055842693,0.9583333333333334,0.0027391304347825773,0.0020438498699368265,"model_UMAP_{'n_components': 10, 'n_neighbors': 15, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['λιμενικού', 'λιμενικού σώματος', 'ναυτιλία', 'σώματος', 'ναυτιλίας', 'agrawal', 'ravi agrawal']","['καναδά', 'erasmus', 'brad', 'justin', 'brad smith', 'smith', 'τεχνολογία']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'σύστημα', 'εθνικό σύστημα']","['πολιτικής προστασίας', 'προστασίας', 'πυρκαγιές', 'πολιτική προστασία', 'εκαβ', 'πυροσβεστικής', 'εναέρια']","['τεστ', 'κρουσμάτων', 'κρούσματα', 'υγείας', 'ιού', 'μάσκα', 'συμπολίτες']","['σχολείο', 'μαθητές', 'εκπαίδευσης', 'εκπαίδευση', 'παιδείας', 'σχολείου', 'δασκάλους']","['περιφέρεια', 'εκατ', 'έργα', 'εκατ ευρώ', 'ευρώ', 'περιφέρειας', 'υποδομών']","['έργα', 'μετρό', 'υποδομών', 'έργου', 'δρόμος', 'θεσσαλονίκη', 'τμήμα']","['αερίου', 'φυσικού αερίου', 'φυσικού', 'ενέργειας', 'αέριο', 'φυσικό αέριο', 'φυσικό']","['ροές', 'πρόσφυγες', 'frontex', 'τουρκία', 'σύνορα', 'μετανάστευση', 'μετανάστευσης']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'τουριστική', 'σετε', 'τουριστικό', 'επισκέπτες']","['αγρότες', 'αγροτική', 'αγροτικής', 'προϊόντα', 'πρωτογενή τομέα', 'καπ', 'πρωτογενή']","['επιχειρήσεις', 'εταιρείες', 'τεχνολογίας', 'οικοσύστημα', 'επιχειρήσεων', 'καινοτομίας', 'ψηφιακό']","['εκκλησίας', 'παναγίου τάφου', 'παναγίου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ημών']","['εαβ', 'αεροπορίας', 'viper', 'ενόπλων δυνάμεων', 'ενόπλων', 'πολεμικής αεροπορίας', 'αεροσκάφη']","['que', 'de', 'en', 'la', 'el', 'los', 'ιρλανδία']","['επενδύσεων', 'ανάκαμψης', 'επενδύσεις', 'ενέργειας', 'τράπεζα', 'ετεπ', 'valdis']","['τσίπρα', 'μητσοτάκη', 'κύριε μητσοτάκη', 'εκλογές', 'συριζα', 'συνάδελφοι', 'κύριοι συνάδελφοι']","['greece', 'european', 'europe', 'believe', 'people', 'think', 'growth']","['γαλλίας', 'γαλλία', 'nous', 'de', 'et', 'la', 'est']","['νατο', 'alliance', 'μουσείο', 'nato', 'πολιτισμού', 'thank', 'security']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό', 'χρηματοπιστωτικό', 'οηε', 'ανεπτυγμένες']","['γερμανία', 'καγκελάριο', 'μέρκελ', 'άνγκελα μέρκελ', 'άνγκελα', 'βρούμε', 'θέμα']","['νησί', 'μεσόγειο', 'κύπρο', 'αιγύπτου', 'τουρκία', 'κρατών', 'τουρκίας']"
