,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 20, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",0.026079265385031306,0.5770028602794026,-0.43279288064131427,-2.473218705739431,0.9603174603174603,0.004204932773109293,0.002513826043237808,"model_UMAP_{'n_components': 15, 'n_neighbors': 20, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['παναγίου', 'παναγίου τάφου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ημών', 'πατριάρχης θεόφιλος']","['πολιτικής προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυρκαγιές', 'πυροσβεστικής', 'κλιματικής κρίσης', 'κλιματικής']","['περιφέρεια', 'έργα', 'εκατ', 'περιφέρειας', 'ευρώ', 'εκατ ευρώ', 'πρόγραμμα']","['έργα', 'αερίου', 'ενέργειας', 'φυσικού αερίου', 'φυσικού', 'αέριο', 'έργου']","['ροές', 'frontex', 'τουρκία', 'πρόσφυγες', 'σύνορα', 'μετανάστευση', 'μετανάστευσης']","['επιχειρήσεις', 'τεχνολογίας', 'οικοσύστημα', 'εταιρείες', 'επιχειρήσεων', 'καινοτομίας', 'cloud']","['καναδά', 'justin', 'trudeau', 'ινδία', 'ουκρανία', 'saran', 'samir saran']","['υγείας', 'σύστημα υγείας', 'νοσοκομείο', 'νοσοκομεία', 'εμβολιασμού', 'συμπολίτες', 'εθνικό σύστημα']","['σχολείο', 'μαθητές', 'εκπαίδευση', 'παιδείας', 'σχολείου', 'εκπαίδευσης', 'δασκάλους']","['greece', 'european', 'europe', 'believe', 'people', 'think', 'growth']","['νατο', 'alliance', 'μουσείο', 'nato', 'thank', 'security', 'πολιτισμού']","['ανάπτυξη', 'ενέργειας', 'valdis', 'επενδύσεων', 'νίκος μπακατσέλος', 'μπακατσέλος', 'ανάκαμψης']","['que', 'de', 'en', 'la', 'el', 'σαμαράς', 'αντώνης σαμαράς']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'επιχειρήσεις', 'προϊόντα', 'εργασίας', 'αγρότες']","['τσίπρα', 'μητσοτάκη', 'κύριε μητσοτάκη', 'εκλογές', 'συριζα', 'δημοκρατία', 'κύριοι']","['δικαιωμάτων', 'αφγανιστάν', 'οηε', 'μετανάστευσης', 'διεθνής κοινότητα', 'δικαιώματα', 'συμβουλίου ευρώπης']","['αστυπάλαιας', 'αστυπάλαια', 'νησί', 'τουρκία', 'borrell', 'alpha', 'ευρωπαϊκό συμβούλιο']","['γερμανία', 'καγκελάριο', 'ευρώπη', 'άνγκελα μέρκελ', 'άνγκελα', 'κοινό', 'μέρκελ']"
