,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16
0,"model_UMAP_{'n_components': 20, 'n_neighbors': 5, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",0.006519212317528714,0.5883998795115188,-0.343362951030987,-2.895865894510304,0.9327731092436975,0.007172744747899196,0.005184766214177979,"model_UMAP_{'n_components': 20, 'n_neighbors': 5, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'προσωπικό']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'προϊόντα', 'τουριστική', 'αγρότες', 'τουριστικό']","['περιφέρεια', 'εκατ', 'έργα', 'εκατ ευρώ', 'περιφέρειας', 'δυτικής', 'πρόγραμμα']","['επενδύσεων', 'επαναστάσεις', 'ελληνικής οικονομίας', 'χρεοκόπησαν', 'χρεοκόπησε', 'ελληνική οικονομία', 'ενέργειας']","['πολιτικής προστασίας', 'πολιτική προστασία', 'πυρκαγιές', 'εκαβ', 'προστασία', 'πυροσβεστικής', 'εναέρια']","['ροές', 'πρόσφυγες', 'τουρκία', 'frontex', 'σύνορα', 'μετανάστευση', 'συνόρων']","['σχολείο', 'εκπαίδευση', 'μαθητές', 'εκπαίδευσης', 'παιδείας', 'σχολεία', 'πανεπιστήμια']","['ενέργειας', 'αερίου', 'φυσικού αερίου', 'φυσικού', 'αέριο', 'ενέργεια', 'φυσικό αέριο']","['έργα', 'δρόμος', 'άξονα', 'έργου', 'τμήμα', 'ε65', 'ολοκληρωθεί']","['δημοκρατίες', 'ρατσισμό', 'ενάντια', 'ιρλανδία', 'ανοχή', 'σαμαράς', 'υπάρχει ανοχή']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'ανισότητες', 'χρηματοπιστωτικό', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό', 'μετανάστευση']","['γερμανία', 'ευρωπαϊκή', 'ζήτημα', 'καγκελάριο', 'ευρωπαϊκό', 'μέρκελ', 'άνγκελα μέρκελ']","['μητσοτάκη', 'κύριε μητσοτάκη', 'τσίπρα', 'εκλογές', 'κύριοι', 'συριζα', 'κυρίες κύριοι']","['greece', 'european', 'people', 'greek', 'think', 'countries', 'want']","['νατο', 'alliance', 'nato', 'thank', 'security', 'greece', 'nation']","['ευρωπαϊκή', 'τουρκία', 'ένωση', 'ευρωπαϊκό', 'ευρωπαϊκή ένωση', 'ενέργειας', 'juncker']","['πολιτισμού', 'μουσείο', 'ιστορίας', 'μουσείου', 'ελευθερία', 'ακρόπολη', 'ακρόπολης']"
