,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17
0,"model_UMAP_{'n_components': 10, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",-0.01160223752333584,0.5930921204317459,-0.4031816428365166,-3.1381894614151573,0.9444444444444444,0.0069085336134453446,0.004022121669180493,"model_UMAP_{'n_components': 10, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['λιμενικού', 'λιμενικού σώματος', 'ναυτιλία', 'σώματος', 'ναυτιλίας', 'ravi', 'agrawal']","['erasmus', 'brad', 'brad smith', 'smith', 'τεχνολογία', 'justin', 'καναδά']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'αγρότες', 'επιχειρήσεις', 'προϊόντα', 'αγροτικής']","['έργα', 'αερίου', 'ενέργειας', 'φυσικού αερίου', 'φυσικού', 'μετρό', 'έργου']","['περιφέρεια', 'έργα', 'εκατ', 'εκατ ευρώ', 'περιφέρειας', 'υποδομών', 'φίλες']","['τεχνολογίας', 'οικοσύστημα', 'εταιρείες', 'cloud', 'data', 'καινοτομίας', 'επιχειρήσεις']","['πολιτικής προστασίας', 'προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυρκαγιές', 'πυροσβεστικής', 'κλιματικής']","['greece', 'european', 'europe', 'believe', 'people', 'growth', 'think']","['σχολείο', 'μαθητές', 'εκπαίδευση', 'παιδείας', 'εκπαίδευσης', 'σχολείου', 'δασκάλους']","['ροές', 'τουρκία', 'μετανάστευση', 'μετανάστευσης', 'πρόσφυγες', 'σύνορα', 'frontex']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'προσωπικό']","['συμπολίτες', 'υγείας', 'τεστ', 'κρουσμάτων', 'εμβόλιο', 'εντατικής', 'εντατικής θεραπείας']","['σαμαράς', 'ιρλανδία', 'αντώνης σαμαράς', 'αντώνης', 'european', 'προεδρία', 'union']","['νατο', 'alliance', 'nato', 'μουσείο', 'thank', 'security', 'συμμαχίας']","['επενδύσεων', 'ανάκαμψης', 'επενδύσεις', 'ενέργειας', 'ανάπτυξης', 'ελληνική οικονομία', 'τράπεζα']","['εκλογές', 'μητσοτάκη', 'κύριε μητσοτάκη', 'τσίπρα', 'συριζα', 'συνάδελφοι', 'κύριοι συνάδελφοι']","['γερμανία', 'καγκελάριο', 'μέρκελ', 'άνγκελα μέρκελ', 'άνγκελα', 'κοινό', 'βρούμε']","['τουρκία', 'νησί', 'ευρωπαϊκή ένωση', 'αιγύπτου', 'ενέργειας', 'ευρωπαϊκού', 'τουρκίας']"
