,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18
0,"model_UMAP_{'n_components': 30, 'n_neighbors': 5, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",0.021236708632979707,0.6395503556021468,-0.46045564658213856,-2.554300078001664,0.9398496240601504,0.007318375939849631,0.004123556755135702,"model_UMAP_{'n_components': 30, 'n_neighbors': 5, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['τουρισμού', 'τουρισμό', 'τουρισμός', 'προϊόντα', 'αγρότες', 'τουριστική', 'προϊόντων']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'προσωπικό']","['περιφέρεια', 'εκατ', 'έργα', 'εκατ ευρώ', 'περιφέρειας', 'ανάπτυξης', 'δυτικής']","['ροές', 'frontex', 'τουρκία', 'πρόσφυγες', 'σύνορα', 'μετανάστευση', 'μετανάστευσης']","['σχολείο', 'μαθητές', 'σχολείου', 'εκπαίδευσης', 'εκπαίδευση', 'δασκάλους', 'παιδείας']","['τεστ', 'κρουσμάτων', 'κρούσματα', 'υγείας', 'μάσκα', 'ιού', 'στοιχεία']","['cloud', 'ψηφιακό', 'viva', 'εταιρείες', 'data', 'google', 'viva wallet']","['greece', 'european', 'europe', 'believe', 'people', 'growth', 'think']","['δημοκρατίες', 'ενάντια', 'ρατσισμό', 'ιρλανδία', 'ανοχή', 'σαμαράς', 'εχθρούς']","['επενδύσεων', 'ενέργειας', 'ανάπτυξης', 'ευκαιρίες', 'ελληνική οικονομία', 'πορτογαλία', 'ελληνικής οικονομίας']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό', 'χρηματοπιστωτικό', 'ανεπτυγμένες', 'χρηματοπιστωτικού συστήματος']","['νατο', 'alliance', 'greece', 'nato', 'thank', 'security', 'europe']","['πολιτισμού', 'μουσείο', 'οακα', 'μουσείου', 'αγώνες', 'ολυμπιακό', 'ελευθερία']","['ενέργειας', 'ένωση', 'ευρωπαϊκή ένωση', 'τουρκία', 'juncker', 'børge', 'brende']","['έργα', 'έργου', 'άξονα', 'τμήμα', 'κρήτη', 'οδικό', 'ε65']","['αερίου', 'ενέργειας', 'φυσικού αερίου', 'φυσικού', 'αέριο', 'φυσικό αέριο', 'φυσικό']","['εκαβ', 'πολιτικής προστασίας', 'πολιτική προστασία', 'κόπτονται μεταρρυθμίσεις', 'οικονομικά συμφέροντα', '20ης φλεβάρη', 'κόπτονται']","['γερμανία', 'καγκελάριο', 'κοινό', 'άνγκελα μέρκελ', 'άνγκελα', 'βρούμε', 'μέρκελ']","['συριζα', 'εκλογές', 'αντιπολίτευση', 'τσίπρα', 'συνάδελφοι', 'θέλετε', 'κύριοι συνάδελφοι']"
