,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1
0,"model_UMAP_{'n_components': 5, 'n_neighbors': 5, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",-0.34909577054461616,0.3798644864530405,-0.09902102579256367,-9.814214587899256,1.0,0.0,0.0,"model_UMAP_{'n_components': 5, 'n_neighbors': 5, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['tui', 'ρέτσος', 'γιάννης ρέτσος', 'καριέρας', 'παραθεριστική', 'παραθεριστική κατοικία', 'νέα καπ']","['συριζα', 'κύριε μητσοτάκη', 'european', 'σύνταγμα', 'μεσόγειο', 'people', 'κύριοι βουλευτές']"
