,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1
0,"model_PCA_{'n_components': 15}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",-0.14954171233421204,0.2529271095618829,-0.08251752149298161,-6.260233469331064,1.0,0.0,0.0,"model_PCA_{'n_components': 15}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['μπ', 'μπ κούτρας', 'τζιοβάρας', 'γρ', 'γρ τζιοβάρας', 'golden visa', 'ράντζα']","['democracy', 'χρέους', 'reforms', 'common', 'ενέργειας', 'time', 'κύπρο']"
