,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}",-0.1872075422541567,0.20097021707018575,-0.18153854728708088,-6.989394570921419,1.0,0.0,0.0,"model_UMAP_{'n_components': 15, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}","['ravi agrawal', 'ravi', 'agrawal', 'εφοπλιστών', 'ελλήνων εφοπλιστών', 'ένωσης ελλήνων', 'ελληνική ναυτιλία']","['greece', 'democracy', 'συριζα', 'βουλευτές', 'λέει', 'time', 'people']"
