,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",-0.17501781480438325,0.20373649984992975,-0.13202803438994193,-6.895868692766515,1.0,0.0,0.0,"model_UMAP_{'n_components': 15, 'n_neighbors': 10, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['agrawal', 'ravi agrawal', 'ravi', 'εφοπλιστών', 'ελλήνων εφοπλιστών', 'ένωσης ελλήνων', 'ελληνική ναυτιλία']","['greece', 'democracy', 'συριζα', 'βουλευτές', 'people', 'reforms', 'λέει']"
