,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
0,"model_UMAP_{'n_components': 20, 'n_neighbors': 10, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",0.0260039254966185,0.6034437703621791,-0.33201323861008475,-2.483966681868653,0.9714285714285714,0.004501310204081621,0.0029304029304029304,"model_UMAP_{'n_components': 20, 'n_neighbors': 10, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'προσωπικό']","['σχολείο', 'μαθητές', 'εκπαίδευση', 'εκπαίδευσης', 'παιδείας', 'σχολεία', 'πανεπιστήμια']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'προϊόντα', 'αγρότες', 'τουριστική', 'προϊόντων']","['έργα', 'ενέργειας', 'αερίου', 'περιφέρεια', 'φυσικού', 'φυσικού αερίου', 'εκατ']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'οηε', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό', 'χρηματοπιστωτικό', 'ανεπτυγμένες']","['ροές', 'frontex', 'τουρκία', 'πρόσφυγες', 'σύνορα', 'μετανάστευση', 'συνόρων']","['τεχνολογίας', 'εταιρείες', 'οικοσύστημα', 'ψηφιακό', 'καινοτομίας', 'επιχειρήσεων', 'cloud']","['πολιτικής προστασίας', 'προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυρκαγιές', 'πυροσβεστικής', 'κλιματικής']","['επενδύσεων', 'ενέργειας', 'τράπεζα', 'ανθεκτικότητας', 'ετεπ', 'ελληνική οικονομία', 'ανάκαμψης ανθεκτικότητας']","['σαμαράς', 'αντώνης σαμαράς', 'ιρλανδία', 'αντώνης', 'πρωθυπουργου', 'γραφειο τυπου', 'τυπου πρωθυπουργου']","['greece', 'european', 'europe', 'people', 'believe', 'growth', 'think']","['εκλογές', 'τσίπρα', 'συριζα', 'μητσοτάκη', 'κύριε μητσοτάκη', 'συνάδελφοι', 'θέλετε']","['νατο', 'alliance', 'μουσείο', 'nato', 'thank', 'security', 'πολιτισμού']","['γερμανία', 'καγκελάριο', 'γερμανίας', 'βρούμε', 'άνγκελα μέρκελ', 'άνγκελα', 'μέρκελ']","['αιγύπτου', 'μεσόγειο', 'κύπρο', 'νησί', 'ενέργειας', 'τουρκία', 'κύπρου']"
