,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 10, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",0.02816375726470898,0.5901035159206196,-0.3269304434260608,-2.272510661796838,0.9495798319327731,0.005954227941176504,0.003959276018099548,"model_UMAP_{'n_components': 15, 'n_neighbors': 10, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['ροές', 'μετανάστευση', 'frontex', 'τουρκία', 'πρόσφυγες', 'σύνορα', 'μετανάστευσης']","['σεξουαλικής', 'παιδιών', 'μπορούμε μιλάμε', 'ανισότητες', 'οικονομικό χρηματοπιστωτικό', 'χρηματοπιστωτικό', 'οηε']","['σχολείο', 'υγείας', 'εκπαίδευση', 'εκπαίδευσης', 'μαθητές', 'παιδείας', 'σχολεία']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'σύστημα', 'εθνικό σύστημα']","['παναγίου', 'παναγίου τάφου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ημών', 'πατριάρχης θεόφιλος']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'προϊόντα', 'αγρότες', 'επιχειρήσεις', 'ευρώ']","['έργα', 'αερίου', 'ενέργειας', 'φυσικού αερίου', 'μετρό', 'υποδομών', 'έργου']","['πολιτικής προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυρκαγιές', 'πυροσβεστικής', 'κλιματικής κρίσης', 'κλιματικής']","['que', 'de', 'en', 'προεδρία', 'la', 'el', 'σαμαράς']","['greece', 'european', 'europe', 'believe', 'growth', 'people', 'think']","['επιχειρήσεις', 'τεχνολογίας', 'εταιρείες', 'οικοσύστημα', 'επιχειρήσεων', 'καινοτομίας', 'ψηφιακό']","['νατο', 'alliance', 'μουσείο', 'nato', 'thank', 'πολιτισμού', 'security']","['επενδύσεων', 'ανάκαμψης', 'ανάπτυξη', 'επενδύσεις', 'ενέργειας', 'οικονομίας', 'τράπεζα']","['τσίπρα', 'κύριε μητσοτάκη', 'μητσοτάκη', 'λέτε', 'είπατε', 'βεβαίως', 'θέλετε']","['εκλογές', 'ευρώ', 'συριζα', 'κύριοι', 'κυρίες κύριοι', 'κυρίες', 'μεταρρυθμίσεις']","['γερμανία', 'καγκελάριο', 'νομίζω', 'ευρωπαϊκό', 'γερμανίας', 'άνγκελα μέρκελ', 'βρούμε']","['ενέργειας', 'τουρκία', 'μεσόγειο', 'brende', 'børge', 'børge brende', 'δίκαιο']"
