,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 15, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",0.030951090195214172,0.6144321279493483,-0.40901531931018986,-2.303303620789321,0.9714285714285714,0.0060093768707483175,0.0029304029304029304,"model_UMAP_{'n_components': 15, 'n_neighbors': 15, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'προσωπικό']","['υγείας', 'σχολείο', 'εκπαίδευσης', 'μαθητές', 'παιδείας', 'σχολεία', 'πανδημίας']","['ροές', 'τουρκία', 'πρόσφυγες', 'ασύλου', 'σύνορα', 'συνόρων', 'frontex']","['τεχνολογίας', 'οικοσύστημα', 'καινοτομίας', 'ψηφιακό', 'cloud', 'data', 'microsoft']","['πολιτικής προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυροσβεστικής', 'πυρκαγιές', 'σώματος', 'δάση']","['έργα', 'ενέργειας', 'περιφέρεια', 'αερίου', 'φυσικού', 'φυσικού αερίου', 'εκατ']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'προϊόντα', 'αγρότες', 'σετε', 'τουριστική']","['greece', 'european', 'europe', 'believe', 'people', 'growth', 'think']","['επενδύσεων', 'ανάκαμψης', 'ενέργειας', 'ανθεκτικότητας', 'τράπεζα', 'ετεπ', 'ανάκαμψης ανθεκτικότητας']","['τσίπρα', 'εκλογές', 'μητσοτάκη', 'κύριε μητσοτάκη', 'συριζα', 'συνάδελφοι', 'κύριοι συνάδελφοι']","['νατο', 'alliance', 'μουσείο', 'nato', 'πολιτισμού', 'thank', 'security']","['que', 'de', 'en', 'la', 'el', 'σαμαράς', 'αντώνης σαμαράς']","['μπορούμε μιλάμε', 'ανισότητες', 'οικονομικό χρηματοπιστωτικό', 'χρηματοπιστωτικό', 'οηε', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό']","['αιγύπτου', 'νησί', 'κύπρου', 'μεσόγειο', 'ενέργειας', 'αστυπάλαιας', 'κύπρο']","['γερμανία', 'καγκελάριο', 'γερμανίας', 'άνγκελα μέρκελ', 'βρούμε', 'άνγκελα', 'ζήτημα']"
