,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1
0,"model_UMAP_{'n_components': 30, 'n_neighbors': 15, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}",-0.17046505110191768,0.219537827004548,-0.09902102579184933,-6.358291816234932,1.0,0.0,0.0,"model_UMAP_{'n_components': 30, 'n_neighbors': 15, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}","['agrawal', 'ravi agrawal', 'ravi', 'εφοπλιστών', 'ελλήνων εφοπλιστών', 'ένωσης ελλήνων', 'ελληνική ναυτιλία']","['greece', 'democracy', 'βουλευτές', 'συριζα', 'λέει', 'time', '2014']"
