,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 20, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}",0.06558224264565604,0.6479692289681078,-0.3228099399933391,-1.5804379847421703,0.9642857142857143,0.0043173964285714295,0.002564102564102564,"model_UMAP_{'n_components': 15, 'n_neighbors': 20, 'min_dist': 0.05}_HDBSCAN_{'min_cluster_size': 20, 'metric': 'euclidean', 'prediction_data': False}","['ροές', 'πρόσφυγες', 'τουρκία', 'frontex', 'σύνορα', 'μετανάστευση', 'πρόβλημα']","['σχολείο', 'μαθητές', 'εκπαίδευση', 'δασκάλους', 'σχολείου', 'παιδείας', 'αναπηρία']","['τεστ', 'κρουσμάτων', 'υγείας', 'μέτρα', 'κρούσματα', 'μάσκα', 'ιού']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'σύστημα', 'εθνικό σύστημα']","['παναγίου τάφου', 'παναγίου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ιεροσολύμων', 'ημών']","['πολιτικής προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυροσβεστικής', 'πυρκαγιές', 'περιοχές', 'σώματος']","['ενέργειας', 'αερίου', 'φυσικού αερίου', 'φυσικού', 'μετρό', 'αέριο', 'έργου']","['επιχειρήσεις', 'τεχνολογίας', 'οικοσύστημα', 'εταιρείες', 'επιχειρήσεων', 'καινοτομίας', 'cloud']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'ανισότητες', 'χρηματοπιστωτικό', 'παγκόσμιο', 'οηε', 'παγκόσμιου χρηματοπιστωτικού']","['τουρισμού', 'αγρότες', 'ευρώ', 'αγροτικής', 'προϊόντα', 'επιχειρήσεις', 'αγροτική']","['greece', 'european', 'europe', 'believe', 'people', 'growth', 'think']","['νατο', 'alliance', 'μουσείο', 'nato', 'thank', 'πολιτισμού', 'security']","['que', 'de', 'en', 'προεδρία', 'la', 'el', 'σαμαράς']","['τουρκία', 'ευρωπαϊκό', 'γερμανία', 'τουρκίας', 'ευρωπαϊκού', 'ζήτημα', 'κοινή']","['τσίπρα', 'κύριε μητσοτάκη', 'μητσοτάκη', 'λέτε', 'είπατε', 'βουλή', 'θέλετε']","['εκλογές', 'ευρώ', 'χρέος', 'συριζα', 'ξέρει', 'θέλουν', 'ξέρει κόσμος']"
