,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2
0,"model_PCA_{'n_components': 15}_HDBSCAN_{'min_cluster_size': 7, 'metric': 'euclidean', 'prediction_data': False}",-0.045898610206710315,0.399919989405854,-0.019307862289468108,-3.2035935142801546,1.0,0.0,0.0,"model_PCA_{'n_components': 15}_HDBSCAN_{'min_cluster_size': 7, 'metric': 'euclidean', 'prediction_data': False}","['νοσοκομείο', 'σύστημα υγείας', 'εθνικό σύστημα', 'εμβολιασμού', 'συστήματος υγείας', 'εμβολιαστούν', 'κυρ μητσοτάκης']","['πάτρα', 'άξονα', 'οδικό', 'οδική ασφάλεια', 'δυτική ελλάδα', 'πάτρας', 'αυτοκινητόδρομο']","['χώρες', 'κύριε', 'μεταρρυθμίσεις', 'χρέους', 'τσίπρα', 'χρέος', 'αγορές']"
