,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
0,"model_UMAP_{'n_components': 10, 'n_neighbors': 15, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}",0.03688484408457664,0.5867911913359247,-0.40556257900978665,-2.3076723854893273,0.9642857142857143,0.002965801127819523,0.0020917678812415654,"model_UMAP_{'n_components': 10, 'n_neighbors': 15, 'min_dist': 0.2}_HDBSCAN_{'min_cluster_size': 15, 'metric': 'euclidean', 'prediction_data': False}","['λιμενικού', 'ναυτιλία', 'λιμενικού σώματος', 'σώματος', 'ναυτιλίας', 'πλοία', 'agrawal']","['πολιτικής προστασίας', 'προστασίας', 'εκαβ', 'πολιτική προστασία', 'πυροσβεστικής', 'πυρκαγιές', 'κλιματικής κρίσης']","['περιφέρεια', 'έργα', 'εκατ', 'εκατ ευρώ', 'περιφέρειας', 'υποδομών', 'φίλες']","['αερίου', 'φυσικού αερίου', 'φυσικού', 'ενέργειας', 'αέριο', 'φυσικό αέριο', 'ενεργειακή']","['έργα', 'έργου', 'δρόμος', 'υποδομών', 'θεσσαλονίκη', 'τμήμα', 'πάτρα']","['υγείας', 'σύστημα υγείας', 'νοσοκομείο', 'νοσοκομεία', 'εμβολιασμού', 'σύστημα', 'συμπολίτες']","['σχολείο', 'μαθητές', 'εκπαίδευση', 'αναπηρία', 'παιδείας', 'εκπαίδευσης', 'σχολείου']","['οικοσύστημα', 'τεχνολογίας', 'επιχειρήσεις', 'εταιρείες', 'καινοτομίας', 'εξωτερικό', 'επιχειρήσεων']","['παναγίου', 'παναγίου τάφου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ιεροσολύμων', 'ημών']","['ροές', 'τουρκία', 'σύνορα', 'μετανάστευση', 'frontex', 'πρόσφυγες', 'μετανάστευσης']","['que', 'de', 'en', 'la', 'el', 'σαμαράς', 'αντώνης σαμαράς']","['εαβ', 'αεροπορίας', 'ενόπλων δυνάμεων', 'ενόπλων', 'viper', 'αεροσκάφη', 'πολεμικής αεροπορίας']","['greece', 'european', 'europe', 'believe', 'people', 'growth', 'think']","['νατο', 'alliance', 'μουσείο', 'nato', 'thank', 'πολιτισμού', 'security']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'επιχειρήσεις', 'προϊόντα', 'τουριστική', 'αγρότες']","['μπορούμε μιλάμε', 'οικονομικό χρηματοπιστωτικό', 'παγκόσμιου χρηματοπιστωτικού', 'οηε', 'σταθερό φορολογικό', 'δικαιωμάτων', 'χρηματοπιστωτικό']","['μητσοτάκη', 'τσίπρα', 'κύριε μητσοτάκη', 'εκλογές', 'συριζα', 'συνάδελφοι', 'κύριοι συνάδελφοι']","['επενδύσεων', 'valdis', 'τράπεζα', 'ανάκαμψης', 'ετεπ', 'ενέργειας', 'αποφασίσθηκαν']","['γερμανία', 'καγκελάριο', 'μέρκελ', 'άνγκελα μέρκελ', 'άνγκελα', 'κοινό', 'βρούμε']","['νησί', 'αστυπάλαιας', 'αστυπάλαια', 'βαλκανίων', 'δυτικών βαλκανίων', 'τουρκία', 'δυτικών']"
