,model,coherence_c_npmi,coherence_c_v,coherence_u_mass,coherence_c_uci,diversity_topic,similarity_rbo,similarity_pjs,model,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28
0,"model_UMAP_{'n_components': 15, 'n_neighbors': 15, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}",0.03822405822762205,0.5765082245510184,-0.4865680324960315,-2.2141003655775133,0.9605911330049262,0.003294493314567215,0.0017367689781482884,"model_UMAP_{'n_components': 15, 'n_neighbors': 15, 'min_dist': 0.1}_HDBSCAN_{'min_cluster_size': 10, 'metric': 'euclidean', 'prediction_data': False}","['ευρώ', 'τσίπρα', 'εκλογές', 'μητσοτάκη', 'συριζα', 'κυρίες κύριοι', 'κυρίες']","['υγείας', 'νοσοκομείο', 'σύστημα υγείας', 'νοσοκομεία', 'εμβολιασμού', 'εθνικό σύστημα', 'σύστημα']","['ευρωπαϊκή', 'τουρκία', 'γερμανία', 'ευρωπαϊκής', 'ευρωπαϊκό', 'ένωσης', 'ευρωπαϊκής ένωσης']","['νατο', 'alliance', 'μουσείο', 'nato', 'thank', 'security', 'πολιτισμού']","['πολιτικής προστασίας', 'προστασίας', 'εκαβ', 'πολιτική προστασία', 'προστασία', 'πυροσβεστικής', 'πυρκαγιές']","['ροές', 'τουρκία', 'πρόσφυγες', 'σύνορα', 'frontex', 'ασύλου', 'συνόρων']","['ιρλανδία', 'σαμαράς', 'αντώνης σαμαράς', 'αντώνης', 'european', 'τυπου πρωθυπουργου', 'γραφειο τυπου']","['αερίου', 'φυσικού αερίου', 'φυσικού', 'ενέργειας', 'αέριο', 'φυσικό αέριο', 'φυσικό']","['αγρότες', 'αγροτική', 'αγροτικής', 'προϊόντα', 'πρωτογενή τομέα', 'πρωτογενή', 'προϊόντων']","['greece', 'european', 'europe', 'believe', 'people', 'think', 'growth']","['επιχειρήσεις', 'τεχνολογίας', 'εταιρείες', 'οικοσύστημα', 'καινοτομίας', 'επιχειρήσεων', 'εξωτερικό']","['μετρό', 'έργα', 'θεσσαλονίκης', 'θεσσαλονίκη', 'πειραιά', 'πόλης', 'υποδομών']","['τεστ', 'κρουσμάτων', 'κρούσματα', 'υγείας', 'μάσκα', 'μέτρα', 'ιού']","['μπορούμε μιλάμε', 'προκλήσεις', 'οικονομικό χρηματοπιστωτικό', 'χρηματοπιστωτικό', 'παγκόσμιου χρηματοπιστωτικού', 'σταθερό φορολογικό', 'οηε']","['εκκλησίας', 'παναγίου τάφου', 'παναγίου', 'θεόφιλος', 'τάφου', 'πατριάρχης', 'ημών']","['τουρισμού', 'τουρισμό', 'τουρισμός', 'τουριστική', 'σετε', 'κλάδου', 'ελληνικού τουρισμού']","['έργα', 'δρόμος', 'έργου', 'πάτρα', 'τμήμα', 'ε65', 'οδού']","['σχολείο', 'μαθητές', 'δασκάλους', 'καθηγητές', 'εκπαίδευσης', 'σχολείου', 'θρησκευμάτων']","['καναδά', 'erasmus', 'brad', 'justin', 'brad smith', 'smith', 'τεχνολογία']","['λιμενικού', 'λιμενικού σώματος', 'ναυτιλία', 'σώματος', 'ναυτιλίας', 'ravi agrawal', 'ravi']","['υγείας', 'εμβόλια', 'micklethwait', 'john micklethwait', 'kluge', 'ψυχικής υγείας', 'ψυχικής']","['γαλλίας', 'γαλλία', 'nous', 'de', 'et', 'la', 'ελλάδα γαλλία']","['εαβ', 'αεροπορίας', 'viper', 'ενόπλων δυνάμεων', 'πολεμικής αεροπορίας', 'ενόπλων', 'αεροσκάφη']","['επανάσταση', 'ελληνική επανάσταση', 'ρωσικές', 'οασε', 'επανάστασης', 'αγώνα', 'ρωσία']","['λοατκι', 'γυναίκες', 'γυναικών', 'αφγανιστάν', 'ισότητας', 'βίας', 'σισιλιάνος']","['κατάρ', 'συνεργασίας', 'δυτικών βαλκανίων', 'βαλκανίων', 'δυτικών', 'vučić', 'εξωτερικών']","['τεκα', 'ασφάλισης', 'επικουρικής', 'εισφορές', 'εισφορών', 'ασφάλιση', 'προτείνατε']","['πανεπιστήμιο', 'πανεπιστήμια', 'εκπαίδευση', 'σχολείο', 'φοιτητές', 'παιδείας', 'πανεπιστημίων']","['μουσείο', 'αιγών', 'αρχαιολογικό', 'πολιτισμού', 'πολιτιστικής', 'αρχαιολογικό μουσείο', 'πολιτιστικής κληρονομιάς']"
